sales_id,production_id,crop_type,crop_variety,buyer_name,buyer_type,buyer_region,channel_type,transaction_date,quantity_sold_kg,unit_price_eur,total_revenue_eur,discount_applied_eur,net_revenue_eur,shipping_cost_eur,profit_margin_pct,market_price_per_kg,price_variance
680,5218,Corn,Sweet,Riley PLC,Exporter,Brandenburg,Direct,2024-08-08,591.6,0.82,485.11,23.35,371.65,90.11,10.29,0.85,-0.03
681,14348,Barley,Hulless,"King, Hayes and Norman",Exporter,Saxony,Cooperative,2024-08-09,603.6,1.1,663.96,16.73,633.15,14.08,17.0,1.02,0.08
682,12005,Corn,Dent,Vaughn-Logan,Wholesaler,Lower Saxony,Direct,2024-10-16,220.8,0.8,176.64,35.46,107.65,33.53,11.19,0.81,-0.01
683,12141,Soybean,Yellow,Schwartz PLC,Wholesaler,Hesse,Cooperative,2025-05-05,1008.8,0.61,615.37,43.11,541.68,30.58,8.33,0.63,-0.02
684,13411,Wheat,Durum,Lee-Jones,Wholesaler,Brandenburg,Direct,2024-08-29,782.7,1.03,806.18,43.22,731.18,31.78,21.81,0.95,0.08
685,12607,Soybean,Yellow,Hodges Group,Retailer,Brandenburg,Online,2025-04-10,1728.3,0.79,1365.36,3.71,1325.34,36.31,18.35,0.83,-0.04
686,4801,Barley,Hulless,Barnes-Bruce,Exporter,Brandenburg,Cooperative,2024-08-24,874.6,0.42,367.33,0.83,313.02,53.48,17.47,0.45,-0.03
687,1840,Soybean,Black,"Livingston, Turner and Stephens",Retailer,Hesse,Online,2025-02-20,1138.4,0.54,614.74,27.11,544.5,43.13,17.19,0.51,0.03
688,7719,Wheat,Emmer,White-Marshall,Exporter,Saxony,Online,2025-02-09,1571.1,1.18,1853.9,29.37,1747.95,76.58,20.49,1.23,-0.05
689,1531,Barley,Hulled,Camacho-Ross,Retailer,Saxony,Online,2025-02-02,369.0,1.26,464.94,12.62,431.76,20.56,5.03,1.32,-0.06
690,12612,Potato,Red,Smith LLC,Wholesaler,Brandenburg,Cooperative,2024-12-29,976.5,1.08,1054.62,45.05,910.33,99.24,7.25,1.02,0.06
691,13959,Corn,Sweet,Whitehead LLC,Exporter,Brandenburg,Direct,2025-05-05,819.2,1.1,901.12,15.26,837.6,48.26,19.97,1.2,-0.1
692,9576,Soybean,Black,"Nguyen, Turner and Pacheco",Exporter,Hesse,Online,2024-11-29,1564.2,1.28,2002.18,29.25,1874.93,98.0,21.36,1.23,0.05
693,3370,Soybean,Black,Shelton-Morgan,Wholesaler,Saxony,Online,2024-12-30,1118.9,0.47,525.88,6.85,445.74,73.29,11.2,0.43,0.04
694,12443,Corn,Sweet,Brown-Price,Exporter,Brandenburg,Direct,2025-01-22,1360.8,0.35,476.28,17.59,420.03,38.66,17.09,0.33,0.02
695,1987,Corn,Dent,Hamilton-Nelson,Retailer,Bavaria,Online,2024-10-18,1566.8,1.25,1958.5,15.77,1866.19,76.54,18.38,1.19,0.06
696,3117,Wheat,Emmer,Hunt-Guzman,Exporter,Brandenburg,Direct,2025-04-20,859.7,0.79,679.16,44.55,562.23,72.38,14.17,0.84,-0.05
697,9872,Soybean,Black,"Blanchard, Arnold and Haynes",Wholesaler,Saxony,Online,2024-09-11,1454.9,1.02,1484.0,44.52,1377.83,61.65,10.23,0.94,0.08
698,1636,Potato,Red,Miranda-Petersen,Retailer,Brandenburg,Direct,2025-02-26,1564.5,0.89,1392.4,4.21,1360.62,27.57,13.84,0.9,-0.01
699,8596,Potato,Russet,Bond-Myers,Retailer,Hesse,Direct,2025-03-19,1770.2,0.5,885.1,27.9,767.02,90.18,8.73,0.54,-0.04
700,4532,Corn,Dent,Johnson Group,Retailer,Hesse,Cooperative,2024-06-12,1021.1,1.0,1021.1,38.1,887.51,95.49,17.1,0.93,0.07
701,4696,Soybean,Black,"Mitchell, Peterson and Dillon",Retailer,Bavaria,Online,2025-03-28,1632.1,0.95,1550.5,0.79,1499.85,49.86,16.67,0.91,0.04
702,14538,Wheat,Durum,Bryant Inc,Exporter,Hesse,Cooperative,2024-09-21,1716.3,1.27,2179.7,7.91,2161.54,10.25,18.44,1.23,0.04
703,12160,Soybean,Yellow,"Ramirez, Hernandez and Torres",Exporter,Bavaria,Online,2025-01-23,1029.9,0.84,865.12,24.44,801.09,39.59,5.16,0.84,0.0
704,8244,Corn,Sweet,"Young, Humphrey and Harris",Exporter,Saxony,Online,2025-05-05,1010.6,0.54,545.72,33.82,500.97,10.93,7.3,0.56,-0.02
705,3063,Barley,Hulled,Ortiz Ltd,Retailer,Hesse,Direct,2024-09-01,1276.6,1.22,1557.45,43.29,1441.24,72.92,15.28,1.33,-0.11
706,11633,Wheat,Durum,Keller-Rodriguez,Exporter,Bavaria,Online,2024-08-19,1040.9,1.07,1113.76,17.73,1046.72,49.31,19.17,1.03,0.04
707,1802,Barley,Hulled,"Young, Sanders and Stanton",Exporter,Hesse,Direct,2025-05-02,372.7,0.96,357.79,23.81,275.18,58.8,15.66,1.06,-0.1
708,10425,Potato,Red,Murray-Oliver,Retailer,Lower Saxony,Direct,2024-10-17,1481.6,0.69,1022.3,32.61,926.28,63.41,9.81,0.66,0.03
709,1542,Corn,Dent,Garcia-Gallegos,Wholesaler,Lower Saxony,Online,2024-06-04,429.6,0.84,360.86,47.74,299.5,13.62,7.61,0.79,0.05
710,4314,Barley,Hulless,Hall Inc,Retailer,Hesse,Direct,2024-10-16,1549.2,1.49,2308.31,37.44,2179.8,91.07,20.97,1.49,0.0
711,195,Wheat,Emmer,"Edwards, Gilbert and Weeks",Retailer,Saxony,Cooperative,2025-04-21,1042.3,1.46,1521.76,11.5,1493.14,17.12,16.5,1.36,0.1
712,7971,Wheat,Emmer,Sanders-Miranda,Retailer,Saxony,Direct,2025-03-20,1640.3,0.81,1328.64,36.93,1253.07,38.64,19.29,0.77,0.04
713,8072,Potato,Red,Hicks-Richardson,Exporter,Brandenburg,Direct,2025-01-02,1290.7,1.41,1819.89,33.74,1755.71,30.44,9.95,1.31,0.1
714,948,Barley,Hulled,Benjamin PLC,Wholesaler,Bavaria,Direct,2024-04-15,646.3,0.87,562.28,18.78,455.59,87.91,19.56,0.84,0.03
715,10565,Potato,Russet,Clark Inc,Retailer,Saxony,Direct,2025-04-30,242.8,1.19,288.93,10.08,237.35,41.5,20.26,1.15,0.04
716,12881,Potato,Red,Roberts LLC,Exporter,Brandenburg,Cooperative,2024-06-01,1044.5,0.86,898.27,13.32,872.65,12.3,17.42,0.84,0.02
717,13075,Potato,Red,"Turner, Zuniga and Jackson",Wholesaler,Hesse,Online,2025-04-23,256.3,0.91,233.23,1.21,166.76,65.26,14.16,0.91,0.0
718,12710,Corn,Sweet,"Kelly, Robinson and Sanders",Exporter,Lower Saxony,Online,2024-10-19,1869.0,0.91,1700.79,28.57,1597.66,74.56,11.06,0.99,-0.08
719,281,Wheat,Durum,"Lee, Anderson and Erickson",Wholesaler,Bavaria,Cooperative,2025-03-27,1198.8,1.02,1222.78,39.82,1084.92,98.04,11.86,1.12,-0.1
720,13470,Soybean,Black,Jackson LLC,Retailer,Saxony,Online,2025-04-29,408.0,1.32,538.56,4.03,442.13,92.4,15.55,1.23,0.09
721,4901,Potato,Red,"Lowe, Wright and Perez",Wholesaler,Lower Saxony,Online,2024-07-31,697.0,1.23,857.31,29.96,745.37,81.98,21.53,1.12,0.11
722,11190,Soybean,Yellow,Black Ltd,Exporter,Lower Saxony,Direct,2025-04-29,356.5,1.14,406.41,46.93,264.91,94.57,23.48,1.07,0.07
723,8878,Wheat,Durum,"Woods, Brown and Fuller",Exporter,Hesse,Direct,2025-01-28,1084.3,0.92,997.56,22.74,881.56,93.26,19.31,0.88,0.04
724,7206,Potato,Russet,James-Thomas,Wholesaler,Saxony,Cooperative,2025-03-18,814.7,1.24,1010.23,17.33,921.29,71.61,13.12,1.18,0.06
725,2113,Potato,Russet,"Martin, Johnson and Thornton",Wholesaler,Brandenburg,Cooperative,2024-05-01,477.6,0.41,195.82,38.35,106.61,50.86,10.61,0.42,-0.01
726,5403,Barley,Hulless,Gilbert-Campbell,Wholesaler,Bavaria,Online,2025-04-27,1401.3,0.39,546.51,37.29,434.79,74.43,10.17,0.36,0.03
727,3094,Soybean,Black,Gibbs and Sons,Wholesaler,Lower Saxony,Cooperative,2024-01-31,1761.9,0.3,528.57,31.64,456.42,40.51,20.24,0.32,-0.02
728,6883,Soybean,Yellow,Berger-Smith,Exporter,Saxony,Cooperative,2025-01-04,535.2,1.15,615.48,5.11,518.44,91.93,9.54,1.06,0.09
729,5860,Potato,Red,Newman LLC,Exporter,Bavaria,Online,2024-12-13,760.9,0.44,334.8,6.72,289.25,38.83,22.51,0.44,0.0
730,6678,Barley,Hulled,Jones Ltd,Exporter,Bavaria,Cooperative,2024-03-19,1050.2,1.17,1228.73,47.39,1120.18,61.16,21.69,1.23,-0.06
731,2070,Soybean,Yellow,"Kim, White and Cook",Retailer,Bavaria,Direct,2024-11-10,1845.4,1.32,2435.93,1.73,2373.27,60.93,16.63,1.41,-0.09
732,7163,Corn,Sweet,Blackwell-Davis,Exporter,Brandenburg,Online,2024-11-10,409.9,1.44,590.26,46.57,483.08,60.61,8.22,1.45,-0.01
733,2528,Barley,Hulless,Klein-Merritt,Retailer,Hesse,Cooperative,2024-06-23,1857.8,0.6,1114.68,18.05,1060.18,36.45,24.44,0.58,0.02
734,8190,Corn,Sweet,"Murray, Williams and Miller",Wholesaler,Bavaria,Online,2024-06-05,1380.2,0.28,386.46,15.81,326.92,43.73,8.23,0.3,-0.02
735,14338,Potato,Russet,"Valencia, Collins and Payne",Exporter,Saxony,Online,2024-07-11,1653.6,0.47,777.19,38.34,693.19,45.66,8.08,0.51,-0.04
736,424,Soybean,Yellow,"Jones, Haynes and Willis",Retailer,Brandenburg,Direct,2025-03-01,449.5,0.67,301.17,48.41,153.57,99.19,5.58,0.74,-0.07
737,9882,Potato,Russet,Collier-Hill,Exporter,Hesse,Direct,2025-04-05,966.8,1.09,1053.81,4.73,974.91,74.17,7.08,1.11,-0.02
738,198,Soybean,Yellow,"Gomez, Martin and Hall",Wholesaler,Hesse,Online,2024-05-11,525.4,1.55,814.37,30.52,705.69,78.16,15.46,1.48,0.07
739,2247,Potato,Red,Bishop-Park,Wholesaler,Hesse,Cooperative,2025-04-03,768.1,0.6,460.86,49.74,313.48,97.64,5.74,0.56,0.04
740,7078,Barley,Hulless,"Richardson, Miles and Morgan",Wholesaler,Brandenburg,Direct,2025-05-05,1615.6,1.16,1874.1,40.25,1744.67,89.18,22.14,1.13,0.03
741,4207,Barley,Hulless,"Reynolds, Tyler and Flynn",Retailer,Lower Saxony,Online,2025-04-25,1033.2,1.59,1642.79,29.98,1528.42,84.39,18.89,1.46,0.13
742,5829,Wheat,Emmer,Wilson-Moore,Wholesaler,Hesse,Online,2025-03-22,1583.2,1.17,1852.34,43.05,1795.47,13.82,5.3,1.19,-0.02
743,9028,Corn,Dent,"Newman, Benton and Montoya",Wholesaler,Hesse,Cooperative,2025-04-15,1314.4,0.94,1235.54,44.69,1123.72,67.13,7.08,1.02,-0.08
744,3854,Corn,Dent,"Reyes, Schneider and Holloway",Wholesaler,Lower Saxony,Direct,2025-02-02,1879.0,0.65,1221.35,11.27,1149.36,60.72,16.19,0.66,-0.01
745,13763,Potato,Russet,Armstrong-Lopez,Exporter,Brandenburg,Cooperative,2025-01-20,1538.2,1.27,1953.51,46.56,1859.26,47.69,13.81,1.29,-0.02
746,1159,Corn,Dent,Smith-Sparks,Wholesaler,Hesse,Online,2024-10-19,1162.3,0.62,720.63,27.51,649.12,44.0,12.3,0.58,0.04
747,11132,Potato,Russet,Boone Inc,Exporter,Brandenburg,Online,2025-05-05,992.1,0.33,327.39,12.54,266.07,48.78,13.31,0.34,-0.01
748,13770,Potato,Russet,"Hurley, Taylor and Brewer",Retailer,Bavaria,Direct,2025-05-04,1151.8,1.04,1197.87,17.86,1160.48,19.53,17.95,1.07,-0.03
749,8718,Corn,Sweet,Wilson-Roberts,Wholesaler,Brandenburg,Direct,2024-08-18,1339.9,1.12,1500.69,14.11,1443.5,43.08,17.08,1.06,0.06
750,4067,Barley,Hulled,"Mendoza, Frey and Washington",Retailer,Bavaria,Direct,2025-05-05,699.0,0.73,510.27,31.45,402.54,76.28,15.02,0.77,-0.04
751,3017,Potato,Red,Castro-Brown,Wholesaler,Hesse,Direct,2025-04-22,1108.5,0.77,853.54,11.44,772.11,69.99,6.41,0.74,0.03
752,6220,Corn,Dent,Grant Ltd,Retailer,Saxony,Direct,2024-06-24,917.7,0.56,513.91,45.08,379.67,89.16,24.81,0.57,-0.01
753,11945,Soybean,Yellow,Hayes PLC,Retailer,Saxony,Online,2025-04-24,1772.3,0.73,1293.78,4.93,1238.62,50.23,11.92,0.76,-0.03
754,14314,Corn,Sweet,"Ferrell, White and Tucker",Retailer,Saxony,Online,2024-03-02,909.1,1.11,1009.1,36.75,898.26,74.09,12.26,1.12,-0.01
755,5658,Wheat,Durum,"Perez, Haas and Stephens",Wholesaler,Brandenburg,Online,2025-05-05,1492.2,0.68,1014.7,33.52,945.1,36.08,22.7,0.69,-0.01
756,873,Corn,Sweet,"Williams, Huang and Russell",Retailer,Saxony,Direct,2024-11-07,663.0,0.44,291.72,41.46,200.65,49.61,5.83,0.44,0.0
757,12840,Soybean,Yellow,Cook-Wood,Retailer,Brandenburg,Direct,2025-03-07,1862.3,1.3,2420.99,23.19,2305.24,92.56,17.39,1.42,-0.12
758,12666,Wheat,Emmer,"Reed, Anderson and Smith",Exporter,Saxony,Cooperative,2025-02-10,1705.7,0.92,1569.24,24.66,1501.61,42.97,15.99,0.91,0.01
759,1889,Barley,Hulled,Curtis-Rodriguez,Retailer,Bavaria,Online,2025-05-05,1872.6,1.41,2640.37,35.13,2546.86,58.38,19.85,1.36,0.05
760,3877,Wheat,Emmer,Hicks PLC,Wholesaler,Saxony,Direct,2024-12-10,313.2,1.37,429.08,33.3,331.85,63.93,22.61,1.26,0.11
761,4594,Potato,Red,Soto PLC,Retailer,Hesse,Direct,2024-08-21,1991.3,0.34,677.04,18.41,581.68,76.95,8.45,0.35,-0.01
762,5728,Potato,Russet,Craig-Cunningham,Retailer,Lower Saxony,Cooperative,2025-03-14,957.8,1.18,1130.2,11.75,1095.36,23.09,21.52,1.19,-0.01
763,11876,Wheat,Durum,"Tran, Klein and Garcia",Retailer,Saxony,Online,2025-04-05,1211.4,0.91,1102.37,42.51,1021.75,38.11,18.88,0.95,-0.04
764,14415,Wheat,Emmer,"Stephens, Cole and Jenkins",Exporter,Saxony,Cooperative,2025-05-05,1385.5,0.68,942.14,7.61,888.84,45.69,18.3,0.69,-0.01
765,3820,Potato,Red,Hall Group,Retailer,Brandenburg,Online,2025-02-07,551.1,0.54,297.59,36.99,175.46,85.14,14.9,0.57,-0.03
766,1926,Wheat,Durum,"Nelson, Smith and Wilson",Retailer,Brandenburg,Online,2025-01-11,1256.9,1.49,1872.78,48.93,1748.29,75.56,6.19,1.45,0.04
767,8348,Corn,Sweet,Roach-Cook,Wholesaler,Lower Saxony,Cooperative,2025-05-02,652.4,0.33,215.29,20.27,104.6,90.42,24.91,0.35,-0.02
768,3837,Barley,Hulless,Smith-Miller,Retailer,Lower Saxony,Online,2025-04-22,1988.5,0.89,1769.76,36.72,1652.37,80.67,23.39,0.92,-0.03
769,1413,Soybean,Yellow,Cruz-Elliott,Wholesaler,Saxony,Cooperative,2025-01-30,1681.8,0.49,824.08,34.95,725.46,63.67,9.84,0.54,-0.05
770,4216,Wheat,Durum,"Hurst, Hahn and Bennett",Wholesaler,Hesse,Direct,2025-05-05,1972.1,1.4,2760.94,13.98,2673.32,73.64,5.03,1.42,-0.02
771,1303,Potato,Red,"Banks, Clark and Khan",Exporter,Saxony,Direct,2024-06-18,1079.6,0.96,1036.42,7.19,991.41,37.82,10.09,0.89,0.07
772,6903,Barley,Hulless,Valentine-Walker,Retailer,Brandenburg,Direct,2025-04-20,1088.1,1.01,1098.98,16.11,1025.34,57.53,18.52,1.01,0.0
773,518,Corn,Dent,Gibson Ltd,Wholesaler,Saxony,Online,2025-01-05,992.5,0.94,932.95,34.73,885.32,12.9,8.7,0.86,0.08
774,4931,Wheat,Emmer,Huerta and Sons,Exporter,Hesse,Online,2024-05-17,1150.4,0.64,736.26,30.82,641.31,64.13,21.17,0.69,-0.05
775,10528,Potato,Red,"Jones, Williamson and Jimenez",Wholesaler,Hesse,Direct,2025-02-02,411.7,0.36,148.21,35.48,49.67,63.06,21.43,0.35,0.01
776,5267,Barley,Hulled,"Hill, Mills and Jones",Wholesaler,Hesse,Direct,2025-03-31,1375.8,0.54,742.93,27.74,668.9,46.29,18.52,0.53,0.01
777,204,Corn,Dent,Gomez-Jones,Retailer,Saxony,Cooperative,2025-03-01,816.3,1.34,1093.84,6.98,1035.81,51.05,15.6,1.27,0.07
778,9123,Wheat,Emmer,Brown-Kane,Retailer,Bavaria,Online,2023-10-15,850.8,1.2,1020.96,4.27,946.21,70.48,6.57,1.2,0.0
779,4114,Barley,Hulless,Hernandez-Hampton,Retailer,Bavaria,Direct,2025-04-10,1232.6,0.82,1010.73,19.87,963.3,27.56,17.42,0.89,-0.07
780,4101,Corn,Sweet,Morton-Marks,Retailer,Bavaria,Online,2025-05-05,1260.3,0.64,806.59,47.87,729.52,29.2,18.68,0.59,0.05
781,13059,Corn,Sweet,Edwards-Thomas,Exporter,Saxony,Direct,2024-06-13,417.7,0.37,154.55,27.17,58.21,69.17,16.73,0.41,-0.04
782,6987,Barley,Hulled,Brown Group,Exporter,Hesse,Direct,2025-02-01,468.8,0.77,360.98,17.11,251.34,92.53,23.33,0.73,0.04
783,9857,Potato,Red,Tanner LLC,Retailer,Bavaria,Online,2024-02-05,1467.6,1.14,1673.06,30.01,1576.23,66.82,17.56,1.2,-0.06
784,8071,Corn,Dent,Taylor Ltd,Exporter,Brandenburg,Direct,2025-05-05,517.0,0.39,201.63,17.21,89.18,95.24,20.89,0.36,0.03
785,1756,Soybean,Yellow,Watkins LLC,Retailer,Bavaria,Cooperative,2024-06-07,1084.2,0.44,477.05,47.1,357.05,72.9,23.51,0.41,0.03
786,4374,Wheat,Durum,"Nelson, Lutz and Flores",Retailer,Lower Saxony,Cooperative,2024-12-15,1540.5,1.1,1694.55,1.87,1646.48,46.2,7.69,1.09,0.01
787,11677,Potato,Red,"Miller, Rose and Marshall",Retailer,Brandenburg,Cooperative,2024-12-05,884.1,0.71,627.71,6.22,561.79,59.7,14.58,0.71,0.0
788,11428,Wheat,Durum,Bryan-Rogers,Exporter,Bavaria,Cooperative,2023-11-06,327.0,0.79,258.33,33.49,142.8,82.04,14.79,0.78,0.01
789,2965,Soybean,Yellow,Ellis PLC,Exporter,Lower Saxony,Cooperative,2025-05-05,944.3,0.3,283.29,32.21,193.71,57.37,9.07,0.32,-0.02
790,5698,Barley,Hulled,"Harris, Williams and Contreras",Wholesaler,Brandenburg,Online,2025-03-29,1746.8,1.18,2061.22,9.41,1994.26,57.55,9.41,1.18,0.0
791,7555,Soybean,Black,"Wilson, Walters and Taylor",Wholesaler,Brandenburg,Direct,2025-05-05,483.1,1.47,710.16,25.81,638.03,46.32,22.34,1.47,0.0
792,3095,Corn,Dent,Orr-Williamson,Wholesaler,Brandenburg,Direct,2024-06-08,1706.3,0.72,1228.54,42.96,1091.1,94.48,23.94,0.8,-0.08
793,4887,Barley,Hulless,Bean-Simpson,Wholesaler,Saxony,Cooperative,2024-12-17,1635.2,0.48,784.9,14.84,718.2,51.86,11.98,0.48,0.0
794,5132,Soybean,Yellow,Coleman-Keller,Wholesaler,Brandenburg,Online,2024-08-18,587.0,1.61,945.07,32.41,819.82,92.84,16.89,1.49,0.12
795,5034,Corn,Sweet,"Mitchell, Smith and Garrett",Exporter,Hesse,Cooperative,2024-05-17,1731.6,0.99,1714.28,13.92,1645.13,55.23,9.81,0.99,0.0
796,5991,Barley,Hulless,Davis LLC,Exporter,Bavaria,Direct,2025-04-24,1995.0,0.86,1715.7,15.52,1633.72,66.46,5.4,0.95,-0.09
797,10848,Corn,Sweet,Miller Ltd,Exporter,Brandenburg,Cooperative,2025-02-21,857.1,0.96,822.82,13.69,747.02,62.11,17.22,0.91,0.05
798,5985,Wheat,Durum,"Howard, Blankenship and Conner",Wholesaler,Lower Saxony,Direct,2025-05-02,842.8,0.72,606.82,43.98,523.98,38.86,23.77,0.74,-0.02
799,11143,Potato,Red,Nichols Group,Wholesaler,Saxony,Direct,2025-03-21,708.3,1.38,977.45,15.62,916.19,45.64,6.94,1.39,-0.01
800,13083,Corn,Dent,Floyd-Oconnor,Exporter,Saxony,Direct,2024-08-21,1001.6,0.67,671.07,28.98,612.45,29.64,8.8,0.73,-0.06
801,8308,Soybean,Black,"Ponce, Smith and Hester",Wholesaler,Hesse,Direct,2025-01-16,1370.6,1.17,1603.6,37.12,1505.37,61.11,18.36,1.13,0.04
802,13301,Wheat,Emmer,Mitchell LLC,Wholesaler,Lower Saxony,Direct,2025-02-01,799.9,0.61,487.94,47.29,349.85,90.8,15.58,0.6,0.01
803,4774,Potato,Red,Wilson-Roman,Wholesaler,Bavaria,Cooperative,2025-05-05,622.2,0.45,279.99,39.65,188.59,51.75,24.86,0.49,-0.04
804,7349,Wheat,Durum,Mccann Inc,Retailer,Brandenburg,Cooperative,2025-02-26,848.9,0.62,526.32,8.58,428.67,89.07,19.35,0.66,-0.04
805,702,Barley,Hulled,Hopkins LLC,Wholesaler,Lower Saxony,Online,2024-03-29,371.7,0.32,118.94,45.85,33.82,39.27,21.18,0.31,0.01
806,8553,Corn,Sweet,Rivers-Mcgee,Exporter,Saxony,Cooperative,2025-02-22,1325.2,1.2,1590.24,48.27,1508.51,33.46,15.79,1.16,0.04
807,1305,Potato,Russet,Sampson Ltd,Exporter,Bavaria,Online,2025-01-15,1201.3,0.67,804.87,33.88,729.18,41.81,18.05,0.74,-0.07
808,14887,Corn,Sweet,Lopez Group,Retailer,Hesse,Online,2025-05-05,915.1,0.75,686.32,39.56,626.67,20.09,23.66,0.74,0.01
809,11794,Corn,Sweet,"David, Hernandez and Cook",Wholesaler,Lower Saxony,Online,2024-09-08,1531.3,0.46,704.4,6.27,607.12,91.01,24.53,0.47,-0.01
810,13168,Barley,Hulless,"Smith, Boyd and Schultz",Wholesaler,Bavaria,Direct,2025-02-20,1746.7,0.82,1432.29,41.11,1325.08,66.1,11.97,0.78,0.04
811,2017,Barley,Hulled,Morgan Ltd,Wholesaler,Saxony,Cooperative,2024-04-07,853.9,1.34,1144.23,20.35,1025.0,98.88,12.63,1.22,0.12
812,4335,Corn,Sweet,Lawrence PLC,Wholesaler,Brandenburg,Cooperative,2025-05-05,982.3,1.37,1345.75,42.32,1281.18,22.25,21.0,1.44,-0.07
813,10808,Barley,Hulless,Olson Inc,Retailer,Saxony,Cooperative,2024-03-06,567.2,0.53,300.62,42.38,178.81,79.43,11.98,0.52,0.01
814,7042,Potato,Red,"Esparza, Mendez and Griffin",Wholesaler,Brandenburg,Direct,2024-02-15,794.9,0.35,278.21,1.88,259.86,16.47,15.64,0.36,-0.01
815,11607,Soybean,Black,Terrell-Bailey,Exporter,Brandenburg,Direct,2024-12-11,380.3,0.36,136.91,38.94,20.13,77.84,18.58,0.39,-0.03
816,6328,Corn,Dent,Little-Long,Wholesaler,Lower Saxony,Direct,2024-07-30,1756.9,1.2,2108.28,41.3,2018.74,48.24,19.22,1.33,-0.13
817,1917,Soybean,Yellow,Richardson-Evans,Exporter,Saxony,Online,2025-03-18,448.4,1.19,533.6,27.56,482.03,24.01,11.27,1.2,-0.01
818,10456,Barley,Hulless,"Gonzalez, Silva and Barnett",Exporter,Hesse,Online,2024-04-19,1382.6,0.76,1050.78,34.05,996.15,20.58,14.61,0.77,-0.01
819,7284,Wheat,Emmer,Rhodes LLC,Wholesaler,Saxony,Online,2024-01-23,1466.1,1.03,1510.08,32.12,1413.33,64.63,8.97,0.98,0.05
820,3056,Wheat,Durum,Washington Ltd,Wholesaler,Hesse,Online,2025-04-02,908.1,0.72,653.83,46.86,536.86,70.11,20.55,0.75,-0.03
821,11020,Soybean,Black,Stephenson Inc,Retailer,Hesse,Direct,2025-03-13,1812.7,0.9,1631.43,13.08,1590.75,27.6,8.38,0.86,0.04
822,2766,Soybean,Yellow,Lee PLC,Wholesaler,Hesse,Direct,2024-03-31,605.8,1.34,811.77,10.64,712.57,88.56,21.19,1.32,0.02
823,13217,Wheat,Emmer,"Lawrence, Dixon and Long",Wholesaler,Brandenburg,Online,2025-05-05,1937.6,1.02,1976.35,19.09,1937.1,20.16,18.86,1.08,-0.06
824,13736,Wheat,Durum,"Lam, Phillips and Jenkins",Retailer,Hesse,Direct,2025-01-29,829.0,1.24,1027.96,11.1,933.75,83.11,22.54,1.18,0.06
825,1428,Soybean,Yellow,Mcdonald-Pitts,Wholesaler,Lower Saxony,Online,2024-11-19,1435.8,1.35,1938.33,29.49,1898.01,10.83,16.74,1.4,-0.05
826,14420,Potato,Russet,Harrison Group,Retailer,Lower Saxony,Direct,2025-03-04,1153.3,0.65,749.64,23.52,663.44,62.68,24.32,0.68,-0.03
827,8465,Corn,Dent,Walker Inc,Exporter,Saxony,Direct,2024-05-03,1912.6,1.08,2065.61,37.62,1961.83,66.16,22.5,1.02,0.06
828,2118,Potato,Red,Smith and Sons,Exporter,Hesse,Online,2025-05-05,752.8,0.48,361.34,7.03,324.52,29.79,5.91,0.47,0.01
829,1653,Potato,Russet,"Davis, Williams and Taylor",Retailer,Lower Saxony,Cooperative,2024-10-17,1593.6,1.16,1848.58,34.74,1773.59,40.25,12.4,1.24,-0.08
830,381,Potato,Red,Williams Inc,Wholesaler,Saxony,Online,2024-07-25,1736.3,1.09,1892.57,25.07,1791.07,76.43,9.53,1.08,0.01
831,13636,Corn,Sweet,Wheeler-Ortega,Retailer,Saxony,Online,2025-05-04,1754.1,0.42,736.72,21.96,697.07,17.69,14.94,0.45,-0.03
832,2870,Potato,Red,"Jackson, Gross and Newman",Exporter,Bavaria,Direct,2024-11-19,995.3,1.44,1433.23,35.49,1319.85,77.89,21.58,1.43,0.01
833,8543,Soybean,Yellow,Young Group,Exporter,Saxony,Cooperative,2024-05-17,1615.8,0.73,1179.53,13.06,1133.34,33.13,14.5,0.71,0.02
834,3617,Potato,Russet,Boyd-Oconnell,Exporter,Hesse,Cooperative,2025-05-05,1995.6,0.99,1975.64,9.73,1883.12,82.79,12.71,1.02,-0.03
835,11754,Corn,Dent,Chapman Ltd,Exporter,Brandenburg,Direct,2025-04-25,705.4,0.88,620.75,36.81,496.48,87.46,5.19,0.87,0.01
836,14917,Corn,Dent,Martinez-Williams,Wholesaler,Bavaria,Cooperative,2024-04-07,396.7,1.32,523.64,12.84,497.81,12.99,12.58,1.39,-0.07
837,5959,Wheat,Durum,Underwood-Solis,Wholesaler,Hesse,Cooperative,2024-03-21,1576.5,1.19,1876.04,17.83,1795.13,63.08,18.76,1.1,0.09
838,5670,Wheat,Emmer,Maynard and Sons,Wholesaler,Brandenburg,Online,2024-05-14,788.6,1.49,1175.01,39.64,1087.36,48.01,7.68,1.45,0.04
839,2248,Barley,Hulless,"Boone, Lewis and Padilla",Wholesaler,Saxony,Direct,2025-05-05,528.0,0.64,337.92,16.08,303.91,17.93,20.9,0.67,-0.03
840,13733,Potato,Russet,Huber LLC,Exporter,Bavaria,Direct,2024-12-09,1327.8,1.28,1699.58,4.91,1603.03,91.64,13.89,1.31,-0.03
841,1087,Barley,Hulled,"Kelley, Gonzales and Allen",Wholesaler,Hesse,Online,2025-04-03,1413.9,1.39,1965.32,25.8,1864.59,74.93,15.22,1.37,0.02
